Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
26.3,54.5,49.2,Sandy,Potato,5.6,18.8,26.1,74.3,Urea
20.4,38.8,44.4,Peaty,Maize,5.9,82.1,11.7,39.5,DAP
33.7,63.7,23.4,Peaty,Tomato,8.4,94.1,11.7,41.0,DAP
21.3,66.7,16.9,Peaty,Rice,6.0,17.0,12.8,48.9,Urea
27.0,79.3,49.4,Peaty,Wheat,8.5,52.5,10.3,29.5,DAP
26.1,79.5,39.9,Silty,Potato,6.8,70.5,16.1,13.0,DAP
15.3,74.0,31.6,Loamy,Wheat,8.5,48.9,45.0,60.7,SSP
34.5,86.5,43.2,Sandy,Maize,5.0,35.1,37.2,77.7,Gypsum
15.4,44.3,37.7,Chalky,Rice,6.0,79.2,45.7,68.9,Urea
28.0,36.6,47.9,Loamy,Cotton,7.1,59.2,43.2,46.6,Gypsum
18.0,79.8,45.7,Sandy,Sugarcane,4.6,58.7,23.6,69.9,Gypsum
15.6,36.3,44.2,Silty,Rice,6.7,62.9,7.6,64.6,DAP
27.5,62.0,55.3,Sandy,Maize,5.8,93.5,28.0,70.8,Complex Fertilizer
37.3,57.3,46.5,Loamy,Potato,7.3,83.1,25.0,61.3,DAP
30.7,35.9,56.6,Peaty,Cotton,7.8,90.3,19.0,50.5,DAP
28.3,33.6,32.0,Silty,Potato,6.7,71.8,13.6,22.7,DAP
28.7,40.7,26.4,Chalky,Potato,6.5,56.7,6.6,75.2,DAP
26.6,48.4,47.1,Peaty,Tomato,7.6,65.2,23.0,45.4,SSP
29.9,70.5,24.4,Silty,Potato,6.7,77.4,33.6,56.7,Complex Fertilizer
27.2,86.7,25.7,Silty,Rice,6.2,22.7,13.3,11.9,Urea
32.5,53.1,50.3,Chalky,Potato,5.7,74.1,42.6,10.2,Potash
21.3,84.8,42.0,Silty,Maize,6.2,77.5,36.9,57.7,DAP
16.2,62.9,12.9,Peaty,Wheat,6.4,42.0,30.6,23.5,Potash
20.6,70.2,21.9,Sandy,Sugarcane,4.7,12.4,8.1,46.0,Urea
32.9,63.9,40.9,Loamy,Potato,7.4,42.6,41.0,12.2,Potash
28.1,30.8,30.0,Clayey,Potato,4.9,82.5,21.3,46.3,Gypsum
20.5,44.2,29.4,Sandy,Cotton,5.6,27.0,9.2,31.4,Urea
24.3,79.3,47.3,Silty,Maize,5.0,14.0,48.3,46.9,Urea
37.7,50.5,27.0,Clayey,Cotton,5.6,94.3,24.1,12.9,Potash
23.3,52.0,20.1,Chalky,Potato,8.1,26.1,14.3,45.8,Urea
26.2,83.6,26.3,Loamy,Cotton,6.8,54.6,20.3,49.2,Potash
37.4,89.3,59.7,Peaty,Maize,8.5,59.4,32.2,21.0,Potash
38.6,47.7,42.3,Loamy,Cotton,7.0,91.3,33.1,23.3,Potash
25.8,47.7,30.9,Clayey,Tomato,5.1,83.5,43.2,18.6,Potash
27.0,59.9,25.4,Peaty,Rice,6.6,83.9,15.3,69.6,DAP
18.7,39.8,25.8,Silty,Cotton,6.2,12.6,36.4,21.9,Urea
24.2,82.4,50.9,Silty,Potato,6.6,31.5,9.3,57.8,DAP
35.4,47.8,17.9,Peaty,Potato,5.0,15.0,23.4,54.3,Urea
16.4,34.0,20.3,Peaty,Rice,6.7,63.0,27.6,58.5,DAP
38.8,49.8,34.7,Clayey,Wheat,5.3,45.8,24.6,14.7,Potash
16.1,32.8,19.3,Clayey,Cotton,7.8,94.5,38.6,68.1,SSP
31.5,39.1,21.5,Silty,Potato,5.3,16.1,34.6,11.4,Urea
39.5,74.8,13.4,Peaty,Wheat,8.4,48.1,29.6,58.5,SSP
19.8,32.6,20.5,Peaty,Rice,6.0,80.9,17.0,56.4,DAP
22.9,35.4,58.0,Peaty,Cotton,6.8,88.4,29.7,51.4,Potash
34.5,53.2,59.8,Clayey,Wheat,6.5,85.9,25.0,15.7,Potash
32.6,44.9,35.6,Clayey,Maize,5.6,83.8,12.1,73.8,DAP
39.2,36.0,21.6,Clayey,Rice,8.1,46.9,27.5,35.8,SSP
38.2,74.8,53.8,Sandy,Maize,4.8,87.9,8.3,74.8,DAP
29.3,87.1,31.4,Peaty,Rice,5.2,56.6,27.0,40.4,Gypsum
37.7,39.1,24.9,Loamy,Cotton,6.8,86.4,37.4,53.9,DAP
37.0,68.3,43.8,Peaty,Rice,6.8,36.7,14.3,17.7,DAP
16.0,89.9,50.7,Sandy,Maize,6.4,16.1,44.6,19.2,Urea
15.6,34.2,30.1,Clayey,Tomato,8.5,92.9,30.5,78.5,SSP
34.5,41.9,44.9,Chalky,Cotton,8.1,54.5,19.0,40.8,DAP
31.2,52.4,48.2,Clayey,Tomato,5.5,90.8,38.7,34.7,Complex Fertilizer
33.7,55.1,35.8,Sandy,Potato,7.5,31.9,7.6,63.4,DAP
27.7,36.0,32.5,Clayey,Cotton,5.3,98.8,35.3,27.2,Potash
36.1,84.7,11.1,Clayey,Cotton,8.5,30.3,21.9,61.4,SSP
35.0,47.7,12.9,Loamy,Sugarcane,5.2,90.8,19.9,54.8,DAP
25.7,39.5,35.9,Loamy,Rice,6.8,84.7,34.3,40.1,Urea
32.5,87.7,54.0,Silty,Cotton,6.4,22.0,42.5,73.9,Urea
20.2,49.3,11.2,Silty,Potato,5.0,17.5,47.7,29.7,Urea
23.1,60.1,34.7,Loamy,Tomato,6.1,90.4,44.8,49.7,Gypsum
18.4,44.0,36.4,Sandy,Tomato,4.6,92.9,32.7,59.1,Gypsum
37.0,86.7,25.1,Silty,Sugarcane,5.5,16.7,46.6,56.1,Urea
30.0,44.9,52.0,Sandy,Rice,7.9,18.4,28.4,18.1,Urea
29.4,77.1,48.2,Silty,Potato,6.7,70.0,14.6,13.3,DAP
15.4,81.7,17.8,Chalky,Sugarcane,7.2,70.1,31.8,64.3,Urea
34.2,68.7,59.3,Chalky,Tomato,8.0,12.6,20.0,29.5,Urea
28.5,81.5,29.9,Peaty,Sugarcane,5.8,90.3,42.1,71.7,Urea
31.8,85.2,54.5,Chalky,Tomato,6.9,44.0,19.2,23.3,DAP
29.6,85.2,43.4,Sandy,Tomato,8.5,14.6,36.0,51.7,Urea
21.1,45.1,39.4,Clayey,Potato,4.7,72.2,44.3,70.7,Gypsum
16.8,68.3,18.9,Loamy,Rice,6.8,37.2,14.5,23.1,DAP
29.9,64.2,22.4,Clayey,Sugarcane,8.3,72.6,26.0,49.1,SSP
25.9,64.8,44.4,Clayey,Maize,7.9,18.8,32.5,18.2,Urea
18.7,36.0,59.3,Loamy,Maize,7.4,73.4,47.1,20.8,Potash
20.9,64.8,44.7,Sandy,Sugarcane,6.2,54.0,25.1,22.5,Potash
19.3,78.4,23.7,Clayey,Potato,7.0,97.5,37.3,50.0,Gypsum
20.3,33.0,59.3,Peaty,Maize,6.2,84.1,34.2,52.8,Urea
19.1,53.7,44.4,Clayey,Maize,7.6,36.9,19.2,34.6,DAP
34.3,69.5,50.6,Silty,Potato,6.3,87.9,20.5,14.5,Potash
36.3,45.2,52.4,Clayey,Sugarcane,6.0,65.8,33.6,14.9,Potash
15.0,56.5,44.7,Peaty,Maize,5.4,33.0,35.2,19.7,Potash
28.9,83.7,52.0,Silty,Cotton,7.6,16.0,9.5,74.6,Urea
27.0,60.5,14.6,Silty,Cotton,7.8,18.2,21.5,45.7,Urea
26.9,68.2,21.7,Peaty,Tomato,5.1,62.9,27.6,31.9,Gypsum
33.5,33.3,44.5,Chalky,Rice,5.4,44.5,20.8,75.6,Gypsum
19.2,33.6,28.5,Loamy,Rice,5.1,45.5,43.7,18.1,Potash
24.9,40.2,45.0,Loamy,Sugarcane,7.7,70.0,7.0,52.0,DAP
24.3,43.0,28.1,Loamy,Potato,4.5,35.3,10.7,64.8,DAP
34.9,56.2,21.9,Loamy,Tomato,4.5,34.5,45.1,35.5,Gypsum
24.0,66.4,48.9,Clayey,Wheat,6.0,43.6,14.7,32.2,DAP
39.9,71.7,42.5,Loamy,Rice,5.0,52.8,43.9,19.0,Potash
39.3,64.9,26.2,Peaty,Rice,5.4,90.8,13.1,44.4,DAP
35.2,38.2,19.3,Clayey,Maize,6.0,33.7,40.9,30.8,Potash
20.4,50.3,35.4,Peaty,Wheat,6.0,22.0,32.3,25.8,Urea
20.3,61.8,15.9,Loamy,Maize,7.8,20.8,39.5,39.7,Urea
26.5,40.8,35.6,Chalky,Potato,4.9,88.0,40.8,57.6,Gypsum
22.3,43.4,21.5,Peaty,Maize,6.7,13.2,5.7,74.5,Urea
16.2,66.0,44.4,Chalky,Sugarcane,8.3,72.0,42.5,31.4,SSP
32.1,41.3,23.3,Clayey,Rice,5.2,94.5,42.5,67.5,Gypsum
34.0,72.2,53.4,Loamy,Sugarcane,6.8,62.3,38.2,10.6,Potash
18.3,76.0,18.3,Sandy,Maize,6.5,82.8,9.5,77.0,DAP
38.4,59.5,15.1,Peaty,Sugarcane,6.1,70.9,15.9,67.4,DAP
34.3,31.8,12.5,Peaty,Sugarcane,7.7,85.1,10.1,50.4,DAP
32.0,70.0,49.1,Loamy,Maize,5.8,73.8,24.0,45.2,Potash
29.7,49.0,19.6,Sandy,Tomato,7.2,95.6,5.5,52.7,DAP
25.3,86.5,24.7,Chalky,Sugarcane,5.9,46.6,26.9,44.3,Complex Fertilizer
37.8,44.0,24.9,Loamy,Cotton,7.0,24.5,25.0,47.3,Urea
32.0,84.0,10.5,Clayey,Sugarcane,4.8,89.9,31.9,73.9,Gypsum
16.7,77.4,47.1,Sandy,Potato,5.3,31.6,27.9,61.1,Gypsum
24.6,64.9,35.4,Peaty,Potato,7.6,92.3,35.6,77.1,SSP
15.4,49.2,22.4,Loamy,Potato,5.3,64.8,16.0,70.5,DAP
19.6,39.2,41.5,Sandy,Sugarcane,6.6,80.1,23.8,68.9,Potash
40.0,59.9,38.9,Loamy,Cotton,7.3,53.3,31.5,65.5,Complex Fertilizer
20.1,68.1,46.4,Clayey,Potato,6.5,66.6,15.4,32.8,DAP
24.9,85.5,45.8,Silty,Cotton,6.4,77.2,30.4,62.0,Urea
35.6,31.4,18.4,Peaty,Cotton,8.2,47.4,33.5,67.8,SSP
26.7,61.9,43.5,Loamy,Wheat,6.1,99.3,33.8,79.6,Gypsum
26.7,43.7,20.9,Loamy,Wheat,7.9,25.2,25.6,27.8,Urea
31.1,46.1,18.9,Loamy,Rice,7.2,82.2,23.9,13.5,Potash
20.8,70.2,28.6,Peaty,Wheat,5.5,29.7,14.7,46.4,Urea
39.5,36.2,25.6,Chalky,Tomato,7.4,63.2,14.6,56.6,DAP
37.2,71.3,29.2,Chalky,Cotton,6.2,14.5,30.1,31.1,Urea
24.9,59.1,55.4,Loamy,Rice,4.9,73.2,5.3,52.1,DAP
29.2,36.1,38.2,Chalky,Rice,5.5,46.6,39.3,45.5,DAP
27.1,56.3,30.5,Silty,Sugarcane,4.7,19.1,11.4,71.8,Urea
29.8,75.5,15.4,Sandy,Potato,6.1,54.5,28.7,75.6,Urea
23.9,74.9,29.3,Loamy,Cotton,7.5,47.0,34.6,42.4,Gypsum
17.6,49.5,25.5,Peaty,Rice,6.8,79.0,27.6,32.3,Potash
19.0,45.3,11.6,Loamy,Cotton,6.4,24.1,35.0,79.4,Urea
20.7,53.2,57.6,Peaty,Sugarcane,4.8,72.6,28.9,66.2,Gypsum
28.9,51.2,39.1,Clayey,Tomato,5.5,38.0,17.6,49.7,DAP
28.7,82.6,16.2,Peaty,Sugarcane,5.4,60.8,24.1,37.7,Gypsum
38.9,76.6,51.3,Sandy,Potato,7.3,19.8,30.7,38.6,Urea
34.4,50.3,37.7,Chalky,Potato,6.3,78.3,42.6,66.5,Potash
35.6,64.2,17.0,Peaty,Sugarcane,6.7,26.5,29.3,68.0,Urea
19.2,68.3,14.9,Sandy,Wheat,8.3,10.8,19.9,28.9,Urea
36.6,66.0,40.8,Loamy,Potato,5.2,66.2,36.0,13.7,Potash
36.8,39.5,45.2,Sandy,Rice,6.9,56.0,43.8,59.9,DAP
39.7,36.3,41.3,Peaty,Rice,5.7,47.4,18.9,68.4,DAP
16.8,41.2,28.7,Chalky,Cotton,5.7,52.1,5.4,55.3,DAP
19.2,75.7,10.0,Peaty,Potato,5.4,69.8,44.5,44.0,Gypsum
38.0,41.7,10.3,Loamy,Sugarcane,6.3,30.2,46.8,65.2,Urea
29.0,59.0,25.4,Peaty,Tomato,6.4,29.5,18.4,23.0,Urea
33.9,69.8,27.5,Sandy,Rice,6.9,61.8,49.9,53.7,Potash
38.9,48.6,40.9,Clayey,Wheat,5.3,17.4,31.8,12.6,Urea
35.4,61.4,44.1,Silty,Wheat,5.8,36.6,15.0,51.9,DAP
25.3,54.7,42.8,Loamy,Maize,5.1,83.3,38.6,15.0,Potash
19.2,86.2,32.2,Sandy,Maize,7.7,80.2,13.4,41.6,DAP
15.1,63.9,35.3,Sandy,Cotton,5.4,35.3,47.1,64.3,Gypsum
30.2,55.4,24.5,Peaty,Sugarcane,8.1,60.7,38.3,27.8,Potash
35.3,34.3,34.2,Clayey,Tomato,4.6,77.5,43.9,20.2,Potash
30.8,38.5,27.0,Silty,Potato,5.0,60.6,6.6,59.6,DAP
36.3,37.8,17.1,Loamy,Sugarcane,6.8,58.0,5.5,56.6,DAP
34.8,63.0,54.8,Clayey,Wheat,8.5,58.4,35.4,71.5,SSP
20.5,43.2,25.5,Peaty,Potato,7.2,23.0,23.4,16.6,Urea
35.8,85.4,23.6,Silty,Wheat,6.8,20.2,47.8,75.9,Urea
21.9,59.3,35.4,Loamy,Potato,8.0,57.9,11.1,45.3,DAP
33.9,64.2,19.1,Silty,Sugarcane,6.6,13.6,31.0,15.3,Urea
19.2,66.4,28.0,Loamy,Rice,5.7,33.0,31.7,28.8,Potash
33.9,79.4,18.4,Chalky,Maize,7.6,86.9,22.8,37.6,SSP
22.3,42.5,57.6,Chalky,Sugarcane,5.1,20.6,29.9,12.1,Urea
31.8,58.9,43.6,Sandy,Sugarcane,7.4,56.2,9.9,57.6,DAP
20.2,72.5,40.2,Sandy,Sugarcane,5.7,57.3,32.3,33.1,SSP
15.4,32.1,28.8,Clayey,Maize,7.2,18.5,17.3,69.5,Urea
16.9,57.2,60.0,Loamy,Maize,7.8,22.3,25.5,58.0,Urea
20.5,31.7,10.9,Loamy,Potato,6.6,77.1,6.1,66.7,DAP
38.9,36.5,29.9,Clayey,Potato,8.5,12.6,29.3,41.0,Urea
19.3,59.8,44.0,Peaty,Potato,4.6,68.0,36.7,22.5,Potash
22.3,73.6,20.5,Chalky,Potato,4.8,39.0,40.3,48.9,Gypsum
23.1,84.6,58.1,Clayey,Rice,7.1,45.4,19.6,50.0,DAP
15.8,41.7,12.3,Loamy,Cotton,5.2,92.6,28.8,68.6,Gypsum
34.1,59.8,31.7,Silty,Potato,7.4,37.6,11.6,74.8,DAP
24.8,89.0,54.9,Silty,Wheat,7.5,42.0,19.4,25.0,DAP
17.8,46.8,13.0,Chalky,Sugarcane,7.0,67.1,6.1,29.5,DAP
22.3,73.7,32.2,Clayey,Tomato,7.0,79.0,10.1,40.3,DAP
34.1,62.8,21.5,Clayey,Maize,6.8,76.3,12.2,14.4,DAP
15.3,36.4,53.4,Sandy,Tomato,8.1,77.0,12.9,32.8,DAP
35.0,60.7,36.6,Silty,Maize,7.2,77.6,20.1,43.2,Gypsum
31.5,58.5,47.4,Silty,Maize,4.7,49.9,9.6,49.9,DAP
29.2,89.4,26.7,Clayey,Sugarcane,7.9,93.0,18.5,10.2,DAP
36.5,52.9,38.9,Peaty,Rice,5.5,14.1,28.7,52.2,Urea
17.1,33.9,16.4,Peaty,Tomato,7.0,27.8,37.0,13.8,Urea
36.0,30.9,25.7,Peaty,Rice,8.4,52.4,32.8,21.1,Potash
16.2,69.9,10.0,Clayey,Potato,5.1,98.3,10.9,65.1,DAP
33.6,58.1,42.9,Silty,Sugarcane,7.6,75.3,36.4,42.9,SSP
31.5,58.2,22.4,Sandy,Cotton,6.4,56.1,9.6,56.6,DAP
23.0,47.7,54.3,Silty,Maize,5.0,17.6,35.2,46.1,Urea
26.5,60.9,43.7,Silty,Maize,8.3,24.0,37.1,14.4,Urea
29.5,30.8,19.9,Chalky,Potato,6.5,61.4,9.9,15.0,DAP
23.0,87.0,33.2,Clayey,Cotton,6.5,79.0,11.2,12.6,DAP
21.5,47.0,21.0,Chalky,Wheat,6.0,99.3,43.8,46.9,Potash
30.5,43.1,41.4,Sandy,Potato,7.8,10.8,43.0,50.8,Urea
18.5,68.9,34.5,Clayey,Tomato,7.3,79.4,35.2,21.4,Potash
31.3,62.6,29.0,Clayey,Potato,5.0,67.3,29.7,65.6,Gypsum
24.0,38.2,53.6,Peaty,Maize,5.1,69.0,47.6,35.7,Gypsum
26.6,55.8,15.6,Loamy,Potato,5.8,12.6,43.0,71.6,Urea
20.8,45.2,25.0,Chalky,Tomato,8.3,55.2,25.6,66.5,SSP
31.1,57.2,16.7,Loamy,Tomato,7.9,97.1,16.7,36.6,DAP
38.4,41.8,49.3,Loamy,Cotton,6.2,38.8,23.6,56.2,Potash
33.0,79.8,56.7,Peaty,Potato,6.0,43.7,49.5,42.6,Urea
35.4,81.3,18.0,Sandy,Rice,7.3,49.0,21.0,36.5,DAP
22.8,52.1,32.5,Loamy,Tomato,6.5,80.6,20.0,61.7,Complex Fertilizer
37.5,53.2,19.5,Clayey,Tomato,5.9,56.9,6.4,66.1,DAP
37.0,55.7,15.2,Peaty,Rice,6.8,42.9,43.7,38.0,Complex Fertilizer
32.4,74.0,23.1,Peaty,Potato,7.2,83.9,19.2,57.0,DAP
27.0,31.7,47.5,Clayey,Rice,6.0,56.3,42.3,43.2,Potash
18.5,46.3,28.4,Silty,Wheat,8.1,22.5,20.3,51.5,Urea
24.3,74.6,28.1,Clayey,Maize,6.5,56.4,14.9,72.7,DAP
18.5,88.2,58.3,Sandy,Potato,8.5,82.5,19.0,54.6,DAP
36.0,83.4,44.6,Clayey,Rice,6.4,59.8,24.7,66.9,Gypsum
24.7,65.7,45.6,Clayey,Cotton,7.5,42.8,5.7,36.8,DAP
24.4,64.2,22.7,Chalky,Wheat,4.5,61.8,21.8,45.9,Gypsum
35.0,39.5,53.3,Silty,Cotton,5.1,20.8,19.3,34.1,Urea
34.1,70.6,17.0,Loamy,Maize,4.6,60.4,14.7,76.7,DAP
20.8,38.2,17.3,Silty,Potato,8.1,73.8,32.0,17.0,Potash
24.3,56.8,56.5,Loamy,Rice,6.5,43.4,32.2,28.9,Potash
23.8,69.9,57.6,Loamy,Sugarcane,7.6,73.3,8.9,62.9,DAP
23.1,73.2,51.8,Peaty,Maize,4.8,88.9,34.9,12.6,Potash
35.0,51.3,30.5,Loamy,Maize,7.7,76.5,29.0,44.0,SSP
29.7,72.2,30.3,Chalky,Tomato,8.5,41.6,49.9,51.5,SSP
20.7,89.5,24.3,Silty,Tomato,8.0,15.5,40.4,37.1,Urea
34.3,86.3,22.9,Peaty,Wheat,8.2,50.6,34.4,38.6,SSP
24.5,84.7,10.2,Loamy,Cotton,5.5,36.5,19.3,77.4,DAP
39.9,65.6,45.9,Peaty,Tomato,7.0,69.8,19.2,18.5,DAP
30.9,89.9,40.3,Loamy,Maize,4.7,33.0,36.5,54.5,Gypsum
17.6,77.7,41.1,Sandy,Rice,5.1,95.6,34.3,34.0,Gypsum
28.0,57.0,21.1,Sandy,Maize,6.0,72.1,9.2,70.3,DAP
20.3,53.1,39.6,Peaty,Rice,7.3,12.8,34.3,15.1,Urea
31.5,77.3,24.0,Chalky,Potato,5.7,65.3,22.6,58.6,Urea
39.9,65.2,25.4,Silty,Sugarcane,5.2,57.4,42.0,22.4,Potash
28.4,79.8,15.7,Loamy,Tomato,4.8,26.0,11.8,43.8,Urea
38.2,79.5,50.0,Clayey,Maize,8.1,68.8,39.7,27.2,Potash
28.8,37.2,24.7,Clayey,Tomato,8.1,42.4,12.9,33.3,DAP
38.4,45.0,23.8,Clayey,Cotton,8.5,81.4,29.9,56.5,SSP
36.3,32.6,14.8,Silty,Tomato,4.8,22.3,47.5,32.6,Urea
30.1,40.2,28.9,Loamy,Maize,5.7,32.3,21.2,52.1,Potash
32.5,53.3,55.3,Sandy,Tomato,4.6,65.8,45.8,53.0,Gypsum
32.5,54.7,48.3,Chalky,Cotton,4.7,36.0,49.8,41.0,Gypsum
27.2,45.4,16.4,Chalky,Potato,8.2,76.3,13.8,21.2,DAP
15.1,54.6,24.9,Clayey,Wheat,8.2,89.1,10.0,74.9,DAP
31.3,77.1,21.8,Loamy,Tomato,5.2,79.6,10.8,43.3,DAP
21.1,65.0,42.6,Loamy,Wheat,7.1,24.2,32.6,55.4,Urea
26.6,64.3,10.8,Loamy,Wheat,5.2,17.3,19.1,43.1,Urea
34.2,77.6,30.1,Sandy,Potato,7.1,32.5,35.0,41.1,DAP
31.8,67.7,48.1,Loamy,Potato,7.5,79.9,6.9,69.6,DAP
19.2,79.0,42.1,Loamy,Cotton,8.3,72.9,44.7,12.7,Potash
37.4,40.9,44.9,Sandy,Rice,4.9,84.6,35.1,59.4,Gypsum
17.2,80.8,41.2,Loamy,Wheat,6.3,70.7,27.8,18.5,Potash
37.8,71.2,25.6,Chalky,Rice,5.7,21.7,42.5,47.4,Urea
25.2,46.3,31.6,Loamy,Cotton,7.6,52.4,10.0,15.7,DAP
30.1,65.0,57.5,Sandy,Rice,7.7,51.0,36.1,38.6,SSP
15.3,73.7,53.2,Clayey,Cotton,5.0,83.0,26.2,47.3,Gypsum
36.8,76.2,34.1,Clayey,Potato,6.1,94.7,15.0,14.4,DAP
37.0,70.9,49.7,Sandy,Maize,6.1,94.7,44.2,11.0,Potash
22.7,64.7,50.2,Clayey,Potato,5.9,68.8,38.5,49.5,Urea
20.8,62.0,16.7,Loamy,Cotton,5.4,86.1,17.0,47.0,DAP
31.1,87.5,17.3,Sandy,Sugarcane,7.2,44.0,38.0,17.9,Potash
22.2,36.3,54.8,Clayey,Maize,6.4,78.1,35.3,21.2,Potash
20.2,46.1,10.4,Peaty,Wheat,4.8,86.2,42.2,60.3,Gypsum
16.2,44.9,30.0,Peaty,Sugarcane,4.5,35.8,16.7,10.7,DAP
30.4,62.2,19.3,Sandy,Sugarcane,8.1,49.6,21.8,33.1,SSP
22.2,69.2,52.5,Sandy,Wheat,7.9,55.3,26.6,26.4,Potash
17.3,41.5,40.1,Chalky,Sugarcane,7.9,31.5,49.9,64.0,SSP
29.4,60.7,42.0,Peaty,Potato,8.3,45.6,31.3,46.2,SSP
24.9,79.2,10.4,Sandy,Tomato,5.9,39.2,27.7,46.5,SSP
15.8,56.1,23.8,Sandy,Wheat,7.4,26.4,18.2,40.0,Urea
20.4,85.6,14.9,Sandy,Cotton,4.6,57.0,13.9,41.6,DAP
19.3,82.9,27.4,Clayey,Wheat,4.8,46.3,7.2,46.1,DAP
35.6,44.1,34.9,Sandy,Sugarcane,5.2,49.8,8.0,34.9,DAP
36.5,72.0,46.2,Clayey,Sugarcane,6.0,16.2,28.4,11.5,Urea
27.9,64.1,34.4,Sandy,Potato,7.3,88.8,31.8,28.4,Potash
29.1,78.7,53.2,Loamy,Maize,5.2,20.7,5.6,18.7,Urea
21.7,86.5,30.2,Loamy,Rice,4.9,42.4,5.2,65.2,DAP
39.1,31.3,26.5,Sandy,Potato,7.9,45.4,49.5,44.3,SSP
22.8,33.6,45.1,Clayey,Tomato,7.7,61.7,49.3,46.2,SSP
24.8,70.4,45.2,Silty,Potato,5.8,12.1,20.3,45.6,Urea
38.4,70.2,40.7,Sandy,Potato,6.3,36.6,47.2,71.4,DAP
27.1,85.0,29.1,Clayey,Cotton,7.8,39.8,21.4,11.0,Potash
26.0,38.8,29.1,Sandy,Potato,6.5,85.8,43.1,54.1,SSP
37.6,56.6,24.1,Silty,Sugarcane,6.0,47.3,12.5,47.6,DAP
30.0,59.2,16.8,Clayey,Cotton,8.0,16.1,18.1,61.6,Urea
15.9,59.1,34.2,Clayey,Maize,7.4,83.4,13.4,41.0,DAP
21.4,40.9,33.7,Sandy,Wheat,7.6,58.7,19.5,15.7,DAP
24.6,37.1,47.7,Peaty,Rice,5.7,84.4,22.5,44.9,Complex Fertilizer
35.2,69.0,46.7,Loamy,Wheat,7.9,61.0,27.8,51.5,SSP
17.2,43.0,58.5,Peaty,Maize,8.5,60.6,30.2,43.9,SSP
31.8,84.9,59.6,Sandy,Potato,7.9,51.7,23.0,28.8,Potash
16.8,65.0,20.7,Clayey,Rice,5.3,66.7,25.6,39.7,Gypsum
30.1,70.0,54.6,Peaty,Sugarcane,5.3,97.1,37.7,22.3,Potash
18.5,48.0,12.7,Clayey,Cotton,6.5,64.5,10.7,49.9,DAP
38.0,66.7,51.4,Sandy,Maize,5.1,89.0,11.8,35.3,DAP
25.8,34.4,17.8,Clayey,Wheat,6.4,80.3,30.2,45.9,Urea
23.5,49.6,11.7,Peaty,Cotton,6.5,22.5,5.9,11.9,Urea
30.5,57.2,26.2,Silty,Maize,5.0,37.3,16.7,16.4,DAP
33.5,75.5,29.9,Clayey,Maize,4.9,70.0,7.0,33.7,DAP
36.8,67.4,54.9,Loamy,Cotton,4.8,49.2,18.3,56.9,DAP
25.5,73.6,52.9,Silty,Cotton,5.7,99.6,27.9,15.1,Potash
28.9,58.7,42.9,Peaty,Maize,6.5,99.8,12.2,30.1,DAP
37.4,82.5,22.3,Clayey,Wheat,6.8,48.4,27.3,50.8,Potash
39.6,32.9,56.3,Clayey,Wheat,6.4,79.1,32.4,69.4,Complex Fertilizer
34.6,85.0,52.1,Peaty,Potato,8.3,70.3,41.7,62.6,SSP
29.8,60.4,16.0,Loamy,Rice,6.8,43.7,34.2,43.3,DAP
39.8,53.1,25.4,Clayey,Maize,7.3,13.2,22.7,41.3,Urea
37.6,85.0,51.3,Clayey,Maize,6.8,67.9,16.9,34.3,DAP
33.8,70.0,52.3,Loamy,Tomato,8.4,91.6,15.9,71.2,DAP
39.9,88.0,51.3,Silty,Wheat,6.6,25.2,48.7,27.6,Urea
22.5,87.6,52.9,Sandy,Wheat,4.8,97.5,26.7,17.4,Potash
29.3,36.5,25.8,Peaty,Sugarcane,6.3,42.3,12.0,27.0,DAP
35.7,59.7,56.0,Peaty,Rice,7.9,95.1,17.7,74.3,DAP
28.7,71.8,44.0,Chalky,Wheat,6.8,96.1,21.4,36.8,Urea
17.7,37.8,10.0,Chalky,Sugarcane,7.7,86.3,29.5,76.0,SSP
15.5,73.5,21.6,Clayey,Maize,6.5,37.0,40.2,70.3,Gypsum
37.7,30.4,49.7,Loamy,Rice,7.8,77.5,14.7,14.0,DAP
22.5,33.8,46.7,Silty,Sugarcane,5.0,76.5,17.5,45.7,DAP
19.8,67.6,18.1,Clayey,Sugarcane,8.2,62.5,15.0,64.7,DAP
30.4,40.9,42.2,Sandy,Potato,7.5,79.0,41.1,55.8,Complex Fertilizer
38.1,47.6,18.1,Silty,Potato,7.0,76.4,48.3,59.2,SSP
33.7,68.2,32.6,Peaty,Cotton,6.8,82.5,29.8,69.5,Gypsum
36.3,35.7,26.0,Chalky,Potato,7.6,42.3,7.4,54.1,DAP
24.7,31.3,53.5,Peaty,Wheat,6.6,95.9,10.5,58.8,DAP
18.9,75.5,39.5,Clayey,Sugarcane,8.4,12.2,24.3,16.8,Urea
33.6,86.7,46.8,Loamy,Tomato,4.8,93.2,8.1,75.8,DAP
31.9,87.7,20.0,Loamy,Maize,7.4,64.3,12.6,31.1,DAP
19.6,46.9,39.9,Silty,Wheat,5.6,41.4,49.0,74.0,Urea
25.9,60.2,56.7,Peaty,Wheat,6.6,41.8,37.8,23.4,Potash
34.3,80.7,14.4,Sandy,Cotton,4.8,41.2,25.1,57.7,Gypsum
